station_european_code,component_code,component_name,component_caption,statistics_year,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Mean,annual mean,"25,314","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P95,95 percentile,"89,192","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P98,98 percentile,"110,941","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Max,maximum,"168,063","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Max4,4th highest value,"133,572","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Days(c > 125),days with c > 125 ug/m3,"5,000","95,082",348
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P50,50 percentile,"8,280","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Mean,annual mean,"25,274","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P95,95 percentile,"123,490","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P98,98 percentile,"226,820","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,P99_9,99.9 percentile,"574,920","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Max,maximum,"798,930","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Max25,25th highest value,"454,940","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2008,Hours(c > 350),hours with c > 350 ug/m3,"54,000","91,837",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P50,50 percentile,"13,653","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Mean,annual mean,"28,700","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P95,95 percentile,"97,975","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P98,98 percentile,"130,547","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Max,maximum,"195,175","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Max4,4th highest value,"163,483","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Days(c > 125),days with c > 125 ug/m3,"8,000","94,247",344
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P50,50 percentile,"7,890","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Mean,annual mean,"29,394","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P95,95 percentile,"143,700","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P98,98 percentile,"240,380","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,P99_9,99.9 percentile,"540,350","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Max,maximum,"663,150","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Max25,25th highest value,"437,090","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2009,Hours(c > 350),hours with c > 350 ug/m3,"57,000","92,089",8067
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P50,50 percentile,"23,834","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Mean,annual mean,"33,801","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P95,95 percentile,"106,917","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P98,98 percentile,"120,425","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Max,maximum,"166,344","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Max4,4th highest value,"133,076","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Days(c > 125),days with c > 125 ug/m3,"5,000","95,616",349
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P50,50 percentile,"8,670","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Mean,annual mean,"34,554","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P95,95 percentile,"172,530","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P98,98 percentile,"252,790","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,P99_9,99.9 percentile,"470,130","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Max,maximum,"592,730","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Max25,25th highest value,"398,740","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2010,Hours(c > 350),hours with c > 350 ug/m3,"46,000","92,591",8111
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P50,50 percentile,"10,975","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Mean,annual mean,"21,542","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P95,95 percentile,"68,492","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P98,98 percentile,"95,594","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Max,maximum,"158,280","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Max4,4th highest value,"124,534","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Days(c > 125),days with c > 125 ug/m3,"2,000","89,315",326
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P50,50 percentile,"6,890","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Mean,annual mean,"21,733","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P95,95 percentile,"101,930","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P98,98 percentile,"166,880","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,P99_9,99.9 percentile,"389,300","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Max,maximum,"582,310","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Max25,25th highest value,"328,540","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2011,Hours(c > 350),hours with c > 350 ug/m3,"19,000","87,763",7688
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P50,50 percentile,"5,764","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Mean,annual mean,"6,195","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P95,95 percentile,"10,196","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P98,98 percentile,"14,103","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Max,maximum,"36,893","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Max4,4th highest value,"18,380","87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Days(c > 125),days with c > 125 ug/m3,0,"87,432",320
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P50,50 percentile,"5,650","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Mean,annual mean,"6,229","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P95,95 percentile,"10,690","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P98,98 percentile,"16,700","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,P99_9,99.9 percentile,"48,860","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Max,maximum,"99,790","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Max25,25th highest value,"37,890","85,576",7517
BAIA MARE,1,Sulphur dioxide (air),SO2,2012,Hours(c > 350),hours with c > 350 ug/m3,0,"85,576",7517
BAIA MARE,7,Ozone (air),O3,2009,Mean,annual mean,"36,451","95,068",347
BAIA MARE,7,Ozone (air),O3,2009,P50,50 percentile,"36,697","95,068",347
BAIA MARE,7,Ozone (air),O3,2009,P95,95 percentile,"64,060","95,068",347
BAIA MARE,7,Ozone (air),O3,2009,P98,98 percentile,"71,265","95,068",347
BAIA MARE,7,Ozone (air),O3,2009,Max,maximum,"85,115","95,068",347
BAIA MARE,7,Ozone (air),O3,2009,Mean,annual mean,"50,967","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,P50,50 percentile,"52,243","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,P95,95 percentile,"85,557","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,P98,98 percentile,"90,383","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,Max,maximum,"107,070","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,Max26,26th highest value,"81,080","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,Days(c > 120),days with c > 120 ug/m3,0,"94,795",346
BAIA MARE,7,Ozone (air),O3,2009,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)","794,000","94,795",346
BAIA MARE,7,Ozone (air),O3,2009,P50,50 percentile,"34,050","92,568",8109
BAIA MARE,7,Ozone (air),O3,2009,Mean,annual mean,"36,370","92,568",8109
BAIA MARE,7,Ozone (air),O3,2009,P95,95 percentile,"76,670","92,568",8109
BAIA MARE,7,Ozone (air),O3,2009,P98,98 percentile,"85,530","92,568",8109
BAIA MARE,7,Ozone (air),O3,2009,Max,maximum,"112,710","92,568",8109
BAIA MARE,7,Ozone (air),O3,2009,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)","378,000","91,848",1014
BAIA MARE,7,Ozone (air),O3,2010,P50,50 percentile,"39,807","96,986",354
BAIA MARE,7,Ozone (air),O3,2010,Mean,annual mean,"39,918","96,986",354
BAIA MARE,7,Ozone (air),O3,2010,P95,95 percentile,"59,331","96,986",354
BAIA MARE,7,Ozone (air),O3,2010,P98,98 percentile,"63,795","96,986",354
BAIA MARE,7,Ozone (air),O3,2010,Max,maximum,"70,162","96,986",354
BAIA MARE,7,Ozone (air),O3,2010,Mean,annual mean,"54,995","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,P50,50 percentile,"58,286","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,P95,95 percentile,"77,037","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,P98,98 percentile,"80,827","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,Max,maximum,"93,899","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,Max26,26th highest value,"76,289","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,Days(c > 120),days with c > 120 ug/m3,0,"96,164",351
BAIA MARE,7,Ozone (air),O3,2010,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)","363,000","96,164",351
BAIA MARE,7,Ozone (air),O3,2010,P50,50 percentile,"38,580","93,333",8176
BAIA MARE,7,Ozone (air),O3,2010,Mean,annual mean,"40,013","93,333",8176
BAIA MARE,7,Ozone (air),O3,2010,P95,95 percentile,"72,990","93,333",8176
BAIA MARE,7,Ozone (air),O3,2010,P98,98 percentile,"79,260","93,333",8176
BAIA MARE,7,Ozone (air),O3,2010,Max,maximum,"100,870","93,333",8176
BAIA MARE,7,Ozone (air),O3,2010,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)","409,000","86,775",958
BAIA MARE,7,Ozone (air),O3,2012,P50,50 percentile,"42,837","89,617",328
BAIA MARE,7,Ozone (air),O3,2012,Mean,annual mean,"43,800","89,617",328
BAIA MARE,7,Ozone (air),O3,2012,P95,95 percentile,"78,413","89,617",328
BAIA MARE,7,Ozone (air),O3,2012,P98,98 percentile,"83,032","89,617",328
BAIA MARE,7,Ozone (air),O3,2012,Max,maximum,"106,520","89,617",328
BAIA MARE,7,Ozone (air),O3,2012,Mean,annual mean,"61,173","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,P50,50 percentile,"63,479","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,P95,95 percentile,"101,211","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,P98,98 percentile,"111,686","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,Max,maximum,"127,884","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,Max26,26th highest value,"97,507","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,Days(c > 120),days with c > 120 ug/m3,"2,000","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,SOMO35,"SOMO35 (c > 70 ug/m3, year,corrected)","2,493,000","88,798",325
BAIA MARE,7,Ozone (air),O3,2012,P50,50 percentile,"41,090","88,650",7787
BAIA MARE,7,Ozone (air),O3,2012,Mean,annual mean,"43,911","88,650",7787
BAIA MARE,7,Ozone (air),O3,2012,P95,95 percentile,"90,570","88,650",7787
BAIA MARE,7,Ozone (air),O3,2012,P98,98 percentile,"101,550","88,650",7787
BAIA MARE,7,Ozone (air),O3,2012,Max,maximum,"137,880","88,650",7787
BAIA MARE,7,Ozone (air),O3,2012,AOT40,"AOT40 (c > 80 ug/m3,3 months,corrected)","3,745,000","84,873",937
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P50,50 percentile,"20,271","95,628",350
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Mean,annual mean,"24,238","95,628",350
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P95,95 percentile,"49,295","95,628",350
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P98,98 percentile,"55,697","95,628",350
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Max,maximum,"66,779","95,628",350
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P50,50 percentile,"19,110","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Mean,annual mean,"24,341","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P95,95 percentile,"61,730","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,P98,98 percentile,"74,190","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Max,maximum,"130,820","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Max19,19th highest value,"104,170","92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2008,Hours(c > 200),hours with c > 200 ug/m3,0,"92,020",8083
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P50,50 percentile,"16,212","92,877",339
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Mean,annual mean,"19,142","92,877",339
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P95,95 percentile,"37,916","92,877",339
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P98,98 percentile,"41,622","92,877",339
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Max,maximum,"74,970","92,877",339
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P50,50 percentile,"14,780","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Mean,annual mean,"19,103","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P95,95 percentile,"47,760","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,P98,98 percentile,"59,060","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Max,maximum,"116,280","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Max19,19th highest value,"84,300","89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2009,Hours(c > 200),hours with c > 200 ug/m3,0,"89,829",7869
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P50,50 percentile,"16,118","96,164",351
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Mean,annual mean,"19,487","96,164",351
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P95,95 percentile,"40,717","96,164",351
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P98,98 percentile,"49,414","96,164",351
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Max,maximum,"62,660","96,164",351
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P50,50 percentile,"15,470","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Mean,annual mean,"19,512","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P95,95 percentile,"48,960","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,P98,98 percentile,"60,690","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Max,maximum,"102,950","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Max19,19th highest value,"83,320","92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2010,Hours(c > 200),hours with c > 200 ug/m3,0,"92,203",8077
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P50,50 percentile,"15,749","92,603",338
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Mean,annual mean,"18,142","92,603",338
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P95,95 percentile,"36,695","92,603",338
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P98,98 percentile,"38,745","92,603",338
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Max,maximum,"45,943","92,603",338
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P50,50 percentile,"14,530","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Mean,annual mean,"18,161","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P95,95 percentile,"44,020","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,P98,98 percentile,"51,200","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Max,maximum,"85,000","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Max19,19th highest value,"64,740","88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2011,Hours(c > 200),hours with c > 200 ug/m3,0,"88,653",7766
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P50,50 percentile,"18,600","89,891",329
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Mean,annual mean,"21,808","89,891",329
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P95,95 percentile,"43,985","89,891",329
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P98,98 percentile,"55,072","89,891",329
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Max,maximum,"89,190","89,891",329
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P50,50 percentile,"17,130","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Mean,annual mean,"21,963","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P95,95 percentile,"54,200","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,P98,98 percentile,"66,300","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Max,maximum,"175,110","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Max19,19th highest value,"94,350","87,250",7664
BAIA MARE,8,Nitrogen dioxide (air),NO2,2012,Hours(c > 200),hours with c > 200 ug/m3,0,"87,250",7664
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P50,50 percentile,"31,055","95,628",350
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,Mean,annual mean,"37,685","95,628",350
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P95,95 percentile,"84,942","95,628",350
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P98,98 percentile,"107,088","95,628",350
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,Max,maximum,"157,092","95,628",350
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P50,50 percentile,"26,800","92,020",8083
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,Mean,annual mean,"37,805","92,020",8083
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P95,95 percentile,"104,660","92,020",8083
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,P98,98 percentile,"151,870","92,020",8083
BAIA MARE,9,Nitrogen oxides (air),NOX,2008,Max,maximum,"460,250","92,020",8083
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P50,50 percentile,"25,497","92,877",339
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,Mean,annual mean,"32,142","92,877",339
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P95,95 percentile,"68,773","92,877",339
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P98,98 percentile,"85,544","92,877",339
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,Max,maximum,"192,090","92,877",339
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P50,50 percentile,"22,350","89,829",7869
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,Mean,annual mean,"32,051","89,829",7869
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P95,95 percentile,"85,790","89,829",7869
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,P98,98 percentile,"120,520","89,829",7869
BAIA MARE,9,Nitrogen oxides (air),NOX,2009,Max,maximum,"369,700","89,829",7869
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P50,50 percentile,"24,200","96,164",351
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,Mean,annual mean,"30,153","96,164",351
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P95,95 percentile,"64,892","96,164",351
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P98,98 percentile,"79,456","96,164",351
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,Max,maximum,"109,378","96,164",351
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P50,50 percentile,"22,430","92,089",8067
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,Mean,annual mean,"30,195","92,089",8067
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P95,95 percentile,"76,350","92,089",8067
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,P98,98 percentile,"106,710","92,089",8067
BAIA MARE,9,Nitrogen oxides (air),NOX,2010,Max,maximum,"297,070","92,089",8067
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P50,50 percentile,"24,153","92,603",338
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,Mean,annual mean,"29,059","92,603",338
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P95,95 percentile,"59,644","92,603",338
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P98,98 percentile,"76,609","92,603",338
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,Max,maximum,"117,596","92,603",338
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P50,50 percentile,"21,020","88,653",7766
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,Mean,annual mean,"29,021","88,653",7766
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P95,95 percentile,"74,400","88,653",7766
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,P98,98 percentile,"100,310","88,653",7766
BAIA MARE,9,Nitrogen oxides (air),NOX,2011,Max,maximum,"300,580","88,653",7766
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P50,50 percentile,"27,421","89,891",329
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,Mean,annual mean,"33,366","89,891",329
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P95,95 percentile,"76,743","89,891",329
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P98,98 percentile,"90,875","89,891",329
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,Max,maximum,"152,871","89,891",329
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P50,50 percentile,"24,330","87,250",7664
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,Mean,annual mean,"33,581","87,250",7664
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P95,95 percentile,"87,800","87,250",7664
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,P98,98 percentile,"128,120","87,250",7664
BAIA MARE,9,Nitrogen oxides (air),NOX,2012,Max,maximum,"342,010","87,250",7664
BAIA MARE,10,Carbon monoxide (air),CO,2008,P50,50 percentile,217,"93,716",343
BAIA MARE,10,Carbon monoxide (air),CO,2008,Mean,annual mean,385,"93,716",343
BAIA MARE,10,Carbon monoxide (air),CO,2008,P95,95 percentile,"1,360","93,716",343
BAIA MARE,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"1,612","93,716",343
BAIA MARE,10,Carbon monoxide (air),CO,2008,Max,maximum,"1,996","93,716",343
BAIA MARE,10,Carbon monoxide (air),CO,2008,P50,50 percentile,414,"92,350",338
BAIA MARE,10,Carbon monoxide (air),CO,2008,Mean,annual mean,651,"92,350",338
BAIA MARE,10,Carbon monoxide (air),CO,2008,P95,95 percentile,"1,991","92,350",338
BAIA MARE,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"2,444","92,350",338
BAIA MARE,10,Carbon monoxide (air),CO,2008,Max,maximum,"2,921","92,350",338
BAIA MARE,10,Carbon monoxide (air),CO,2008,P50,50 percentile,160,"90,540",7953
BAIA MARE,10,Carbon monoxide (air),CO,2008,Mean,annual mean,385,"90,540",7953
BAIA MARE,10,Carbon monoxide (air),CO,2008,P95,95 percentile,"1,560","90,540",7953
BAIA MARE,10,Carbon monoxide (air),CO,2008,P98,98 percentile,"2,170","90,540",7953
BAIA MARE,10,Carbon monoxide (air),CO,2008,Max,maximum,"4,260","90,540",7953
BAIA MARE,10,Carbon monoxide (air),CO,2009,P50,50 percentile,166,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2009,Mean,annual mean,275,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2009,P95,95 percentile,820,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2009,P98,98 percentile,980,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2009,Max,maximum,"2,676","93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2009,P50,50 percentile,293,"92,877",339
BAIA MARE,10,Carbon monoxide (air),CO,2009,Mean,annual mean,471,"92,877",339
BAIA MARE,10,Carbon monoxide (air),CO,2009,P95,95 percentile,"1,380","92,877",339
BAIA MARE,10,Carbon monoxide (air),CO,2009,P98,98 percentile,"1,760","92,877",339
BAIA MARE,10,Carbon monoxide (air),CO,2009,Max,maximum,"3,509","92,877",339
BAIA MARE,10,Carbon monoxide (air),CO,2009,P50,50 percentile,120,"91,678",8031
BAIA MARE,10,Carbon monoxide (air),CO,2009,Mean,annual mean,275,"91,678",8031
BAIA MARE,10,Carbon monoxide (air),CO,2009,P95,95 percentile,"1,120","91,678",8031
BAIA MARE,10,Carbon monoxide (air),CO,2009,P98,98 percentile,"1,610","91,678",8031
BAIA MARE,10,Carbon monoxide (air),CO,2009,Max,maximum,"4,310","91,678",8031
BAIA MARE,10,Carbon monoxide (air),CO,2010,P50,50 percentile,153,"97,260",355
BAIA MARE,10,Carbon monoxide (air),CO,2010,Mean,annual mean,250,"97,260",355
BAIA MARE,10,Carbon monoxide (air),CO,2010,P95,95 percentile,758,"97,260",355
BAIA MARE,10,Carbon monoxide (air),CO,2010,P98,98 percentile,"1,000","97,260",355
BAIA MARE,10,Carbon monoxide (air),CO,2010,Max,maximum,"1,177","97,260",355
BAIA MARE,10,Carbon monoxide (air),CO,2010,P50,50 percentile,287,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2010,Mean,annual mean,434,"93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2010,P95,95 percentile,"1,199","93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2010,P98,98 percentile,"1,528","93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2010,Max,maximum,"2,111","93,973",343
BAIA MARE,10,Carbon monoxide (air),CO,2010,P50,50 percentile,110,"92,523",8105
BAIA MARE,10,Carbon monoxide (air),CO,2010,Mean,annual mean,250,"92,523",8105
BAIA MARE,10,Carbon monoxide (air),CO,2010,P95,95 percentile,990,"92,523",8105
